Date de l'épisode;Origine;Polluant;Région;Département;Seuil dépassé
01/01/2017;CONSTAT;NO2;BRETAGNE;FINISTERE;200 µg/m³ / 1h
01/01/2017;CONSTAT;PM10;BRETAGNE;FINISTERE;50 µg/m³ / 24h
04/01/2017;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
04/01/2017;CONSTAT;PM10;GUYANE;GUYANE;80 µg/m³ / 24h
05/01/2017;CONSTAT;PM10;AQUITAINE;LANDES;50 µg/m³ / 24h
06/01/2017;CONSTAT;PM10;MIDI-PYRENEES;HAUTE-GARONNE;50 µg/m³ / 24h
07/01/2017;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
07/01/2017;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
07/01/2017;CONSTAT;PM10;MIDI-PYRENEES;TARN;50 µg/m³ / 24h
07/01/2017;CONSTAT;PM10;MIDI-PYRENEES;TARN-ET-GARONNE;50 µg/m³ / 24h
08/01/2017;CONSTAT;PM10;HAUTE-NORMANDIE;SEINE-MARITIME;50 µg/m³ / 24h
08/01/2017;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
08/01/2017;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
18/01/2017;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
19/01/2017;CONSTAT;PM10;FRANCHE-COMTE;JURA;50 µg/m³ / 24h
19/01/2017;CONSTAT;PM10;FRANCHE-COMTE;TERRITOIRE DE BELFORT;50 µg/m³ / 24h
19/01/2017;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;ALSACE;BAS-RHIN;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;ALSACE;HAUT-RHIN;50 µg/m³ / 24h
07/12/2016;CONSTAT;PM10;ALSACE;HAUT-RHIN;50 µg/m³ / 24h
05/03/2016;CONSTAT;PM10;ALSACE;HAUT-RHIN;50 µg/m³ / 24h
23/02/2016;CONSTAT;PM10;ALSACE;HAUT-RHIN;50 µg/m³ / 24h
10/12/2016;CONSTAT;PM10;AQUITAINE;GIRONDE;50 µg/m³ / 24h
05/12/2016;CONSTAT;PM10;AQUITAINE;GIRONDE;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;FRANCHE-COMTE;DOUBS;50 µg/m³ / 24h
05/12/2016;CONSTAT;PM10;AQUITAINE;LANDES;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;VAL-DE-MARNE;80 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;VAL-D'OISE;80 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;LIMOUSIN;CORREZE;50 µg/m³ / 24h
31/12/2016;CONSTAT;PM10;AQUITAINE;PYRENEES-ATLANTIQUES;50 µg/m³ / 24h
22/12/2016;CONSTAT;PM10;AQUITAINE;PYRENEES-ATLANTIQUES;50 µg/m³ / 24h
16/12/2016;CONSTAT;PM10;AQUITAINE;PYRENEES-ATLANTIQUES;50 µg/m³ / 24h
12/02/2016;CONSTAT;PM10;AQUITAINE;PYRENEES-ATLANTIQUES;50 µg/m³ / 24h
31/01/2016;CONSTAT;PM10;AQUITAINE;PYRENEES-ATLANTIQUES;50 µg/m³ / 24h
29/01/2016;CONSTAT;PM10;AQUITAINE;PYRENEES-ATLANTIQUES;50 µg/m³ / 24h
16/12/2016;CONSTAT;PM10;AUVERGNE;PUY-DE-DOME;50 µg/m³ / 24h
15/12/2016;CONSTAT;PM10;AUVERGNE;PUY-DE-DOME;50 µg/m³ / 24h
21/03/2016;CONSTAT;PM10;AUVERGNE;PUY-DE-DOME;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;MIDI-PYRENEES;AVEYRON;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;MIDI-PYRENEES;HAUTE-GARONNE;50 µg/m³ / 24h
27/12/2016;CONSTAT;PM10;BASSE-NORMANDIE;CALVADOS;50 µg/m³ / 24h
02/12/2016;CONSTAT;PM10;BASSE-NORMANDIE;CALVADOS;50 µg/m³ / 24h
27/11/2016;CONSTAT;PM10;BASSE-NORMANDIE;CALVADOS;50 µg/m³ / 24h
13/03/2016;CONSTAT;PM10;BASSE-NORMANDIE;CALVADOS;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;MIDI-PYRENEES;TARN-ET-GARONNE;50 µg/m³ / 24h
30/12/2016;CONSTAT;PM10;BASSE-NORMANDIE;MANCHE;50 µg/m³ / 24h
29/12/2016;CONSTAT;PM10;BASSE-NORMANDIE;MANCHE;50 µg/m³ / 24h
22/03/2016;CONSTAT;PM10;BASSE-NORMANDIE;MANCHE;50 µg/m³ / 24h
12/03/2016;CONSTAT;PM10;BASSE-NORMANDIE;MANCHE;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;RHONE-ALPES;AIN;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;BASSE-NORMANDIE;ORNE;50 µg/m³ / 24h
12/03/2016;CONSTAT;PM10;BASSE-NORMANDIE;ORNE;50 µg/m³ / 24h
11/03/2016;CONSTAT;PM10;BASSE-NORMANDIE;ORNE;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;RHONE-ALPES;ARDECHE;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;RHONE-ALPES;DROME;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;80 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;RHONE-ALPES;ISERE;80 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;RHONE-ALPES;LOIRE;50 µg/m³ / 24h
10/12/2016;CONSTAT;PM10;BOURGOGNE;COTE-D'OR;50 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;RHONE-ALPES;RHONE;80 µg/m³ / 24h
20/01/2017;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;ALSACE;BAS-RHIN;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;ALSACE;HAUT-RHIN;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;FRANCHE-COMTE;HAUTE-SAONE;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;FRANCHE-COMTE;TERRITOIRE DE BELFORT;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;ESSONNE;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;HAUTS-DE-SEINE;80 µg/m³ / 24h
16/12/2016;CONSTAT;PM10;BOURGOGNE;SAONE-ET-LOIRE;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;BOURGOGNE;SAONE-ET-LOIRE;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;PARIS;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;SEINE-ET-MARNE;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;SEINE-SAINT-DENIS;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;YVELINES;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;AIN;80 µg/m³ / 24h
16/12/2016;CONSTAT;PM10;BOURGOGNE;YONNE;50 µg/m³ / 24h
15/12/2016;CONSTAT;PM10;BOURGOGNE;YONNE;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;BOURGOGNE;YONNE;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;BOURGOGNE;YONNE;50 µg/m³ / 24h
21/01/2016;CONSTAT;PM10;BOURGOGNE;YONNE;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;ARDECHE;50 µg/m³ / 24h
30/12/2016;CONSTAT;PM10;BRETAGNE;COTES-D'ARMOR;50 µg/m³ / 24h
29/12/2016;CONSTAT;PM10;BRETAGNE;COTES-D'ARMOR;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;BRETAGNE;COTES-D'ARMOR;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;DROME;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;80 µg/m³ / 24h
30/12/2016;CONSTAT;PM10;BRETAGNE;FINISTERE;50 µg/m³ / 24h
29/12/2016;CONSTAT;NO2;BRETAGNE;FINISTERE;200 µg/m³ / 1h
28/12/2016;CONSTAT;PM10;BRETAGNE;FINISTERE;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;ISERE;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;LOIRE;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;RHONE;80 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
30/12/2016;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
17/12/2016;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
09/12/2016;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
07/12/2016;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
30/11/2016;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
28/01/2016;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
27/01/2016;CONSTAT;PM10;BRETAGNE;ILLE-ET-VILAINE;50 µg/m³ / 24h
21/01/2017;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ALSACE;BAS-RHIN;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ALSACE;HAUT-RHIN;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;ESSONNE;80 µg/m³ / 24h
22/01/2016;CONSTAT;PM10;CHAMPAGNE-ARDENNE;ARDENNES;50 µg/m³ / 24h
21/01/2016;CONSTAT;PM10;CHAMPAGNE-ARDENNE;ARDENNES;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;HAUTS-DE-SEINE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;PARIS;80 µg/m³ / 24h
21/01/2016;CONSTAT;PM10;CHAMPAGNE-ARDENNE;AUBE;50 µg/m³ / 24h
05/01/2016;CONSTAT;PM10;CHAMPAGNE-ARDENNE;AUBE;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;SEINE-ET-MARNE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;SEINE-SAINT-DENIS;80 µg/m³ / 24h
25/08/2016;CONSTAT;O3;CHAMPAGNE-ARDENNE;MARNE;180 µg/m³ / 1h
21/01/2016;CONSTAT;PM10;CHAMPAGNE-ARDENNE;MARNE;50 µg/m³ / 24h
21/01/2016;CONSTAT;PM10;CHAMPAGNE-ARDENNE;MARNE;50 µg/m³ / 24h
21/03/2016;CONSTAT;PM10;CORSE;CORSE-DU-SUD;50 µg/m³ / 24h
21/03/2016;CONSTAT;PM10;CORSE;HAUTE-CORSE;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;VAL-DE-MARNE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;VAL-D'OISE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;YVELINES;80 µg/m³ / 24h
29/02/2016;CONSTAT;PM10;FRANCHE-COMTE;DOUBS;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;MIDI-PYRENEES;HAUTES-PYRENEES;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;AIN;80 µg/m³ / 24h
15/12/2016;CONSTAT;PM10;FRANCHE-COMTE;JURA;50 µg/m³ / 24h
13/03/2016;CONSTAT;PM10;FRANCHE-COMTE;JURA;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;AIN;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;ARDECHE;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;ARDECHE;50 µg/m³ / 24h
23/02/2016;CONSTAT;PM10;FRANCHE-COMTE;TERRITOIRE DE BELFORT;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;DROME;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;DROME;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;80 µg/m³ / 24h
26/08/2016;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;50 µg/m³ / 24h
19/07/2016;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;50 µg/m³ / 24h
05/06/2016;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;50 µg/m³ / 24h
29/05/2016;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;80 µg/m³ / 24h
21/05/2016;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;50 µg/m³ / 24h
13/05/2016;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;50 µg/m³ / 24h
23/04/2016;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;50 µg/m³ / 24h
21/04/2016;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;ISERE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;ISERE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;LOIRE;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;LOIRE;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;RHONE;80 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;RHONE;80 µg/m³ / 24h
31/12/2016;CONSTAT;PM10;GUYANE;GUYANE;80 µg/m³ / 24h
21/04/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
29/02/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
09/02/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
01/02/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
30/01/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
29/01/2016;CONSTAT;PM10;GUYANE;GUYANE;80 µg/m³ / 24h
27/01/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
22/01/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
22/01/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
04/01/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
03/01/2016;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
22/01/2017;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ALSACE;BAS-RHIN;80 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ALSACE;HAUT-RHIN;80 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;BASSE-NORMANDIE;CALVADOS;80 µg/m³ / 24h
31/12/2016;CONSTAT;PM10;HAUTE-NORMANDIE;SEINE-MARITIME;50 µg/m³ / 24h
30/11/2016;CONSTAT;SO2;HAUTE-NORMANDIE;SEINE-MARITIME;300 µg/m³ / 1h
30/11/2016;CONSTAT;PM10;HAUTE-NORMANDIE;SEINE-MARITIME;50 µg/m³ / 24h
06/09/2016;CONSTAT;O3;HAUTE-NORMANDIE;SEINE-MARITIME;180 µg/m³ / 1h
27/07/2016;CONSTAT;O3;HAUTE-NORMANDIE;SEINE-MARITIME;180 µg/m³ / 1h
23/01/2017;CONSTAT;PM10;BASSE-NORMANDIE;MANCHE;50 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;BASSE-NORMANDIE;ORNE;50 µg/m³ / 24h
23/01/2017;CONSTAT;NO2;BRETAGNE;FINISTERE;200 µg/m³ / 1h
23/01/2017;CONSTAT;NO2;BRETAGNE;ILLE-ET-VILAINE;200 µg/m³ / 1h
30/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;ESSONNE;50 µg/m³ / 24h
15/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;ESSONNE;50 µg/m³ / 24h
02/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;ESSONNE;80 µg/m³ / 24h
01/12/2016;CONSTAT;NO2;ILE-DE-FRANCE;ESSONNE;200 µg/m³ / 1h
01/12/2016;CONSTAT;NO2;ILE-DE-FRANCE;ESSONNE;200 µg/m³ / 1h
26/08/2016;CONSTAT;O3;ILE-DE-FRANCE;ESSONNE;180 µg/m³ / 1h
25/08/2016;CONSTAT;O3;ILE-DE-FRANCE;ESSONNE;180 µg/m³ / 1h
24/08/2016;CONSTAT;O3;ILE-DE-FRANCE;ESSONNE;180 µg/m³ / 1h
13/05/2016;CONSTAT;PM10;ILE-DE-FRANCE;ESSONNE;50 µg/m³ / 24h
11/03/2016;CONSTAT;PM10;ILE-DE-FRANCE;ESSONNE;50 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;ESSONNE;80 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;HAUTS-DE-SEINE;80 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;PARIS;80 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;SEINE-ET-MARNE;80 µg/m³ / 24h
30/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;HAUTS-DE-SEINE;50 µg/m³ / 24h
15/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;HAUTS-DE-SEINE;50 µg/m³ / 24h
02/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;HAUTS-DE-SEINE;50 µg/m³ / 24h
01/12/2016;CONSTAT;NO2;ILE-DE-FRANCE;HAUTS-DE-SEINE;200 µg/m³ / 1h
01/12/2016;CONSTAT;NO2;ILE-DE-FRANCE;HAUTS-DE-SEINE;200 µg/m³ / 1h
26/08/2016;CONSTAT;O3;ILE-DE-FRANCE;HAUTS-DE-SEINE;180 µg/m³ / 1h
25/08/2016;CONSTAT;O3;ILE-DE-FRANCE;HAUTS-DE-SEINE;180 µg/m³ / 1h
24/08/2016;CONSTAT;O3;ILE-DE-FRANCE;HAUTS-DE-SEINE;180 µg/m³ / 1h
12/05/2016;CONSTAT;PM10;ILE-DE-FRANCE;HAUTS-DE-SEINE;50 µg/m³ / 24h
11/03/2016;CONSTAT;PM10;ILE-DE-FRANCE;HAUTS-DE-SEINE;50 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;SEINE-SAINT-DENIS;80 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;VAL-DE-MARNE;80 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;VAL-D'OISE;80 µg/m³ / 24h
23/01/2017;CONSTAT;PM10;ILE-DE-FRANCE;YVELINES;80 µg/m³ / 24h
30/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;PARIS;50 µg/m³ / 24h
15/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;PARIS;50 µg/m³ / 24h
02/12/2016;CONSTAT;PM10;ILE-DE-FRANCE;PARIS;80 µg/m³ / 24h
01/12/2016;CONSTAT;NO2;ILE-DE-FRANCE;PARIS;200 µg/m³ / 1h
01/12/2016;CONSTAT;NO2;ILE-DE-FRANCE;PARIS;200 µg/m³ / 1h
26/08/2016;CONSTAT;O3;ILE-DE-FRANCE;PARIS;180 µg/m³ / 1h
25/08/2016;CONSTAT;O3;ILE-DE-FRANCE;PARIS;180 µg/m³ / 1h
24/08/2016;CONSTAT;O3;ILE-DE-FRANCE;PARIS;180 µg/m³ / 1h
